Data_da_Ocorrencia;Hora_da_Ocorrencia;Municipio;UF;Regiao;Descricao_do_Tipo;ICAO
30/05/2023;14:00:00;FEIRA DE SANTANA ;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;Aeródromo não cadastrado
16/07/2023;16:40:00;GUARULHOS ;SP;Sudeste;COLISÃO COM AVE;SBGR
26/07/2023;10:56:00;CONFINS ;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCF
30/08/2023;22:24:00;VÁRZEA GRANDE ;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCY
30/08/2023;15:23:00;CHAPECÓ ;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCH
12/09/2023;18:56:00;BAYEUX;PB;Nordeste;COLISÃO COM AVE;SBJP
07/09/2023;11:05:00;BELÉM ;PA;Norte;COLISÃO COM AVE;SBBE
09/09/2023;14:15:00;PASSO FUNDO ;RS;Sul;COLISÃO COM AVE;SBPF
12/09/2023;03:01:00;SÃO JOSÉ DO RIO PRETO;SP;Sudeste;COLISÃO COM AVE;SBSR
06/04/2023;02:10:00;RIO DE JANEIRO;RJ;Sudeste;COLISÃO COM AVE;SBGL
21/10/2023;14:31:00;CAMPINAS ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBKP
14/09/2023;12:24:00;SALVADOR;BA;Nordeste;COLISÃO COM AVE;SBSV
02/10/2023;02:10:00;CAMPO GRANDE ;MS;Centro-Oeste;COLISÃO COM AVE;SBCG
30/09/2023;11:48:00;PORTO ALEGRE ;RS;Sul;COLISÃO COM AVE;SBPA
23/09/2023;11:15:00;BRASÍLIA ;DF;Centro-Oeste;COLISÃO COM AVE;SBBR
13/10/2023;21:48:00;SÃO JOSÉ;SC;Sul;COLISÃO COM AVE;Fora de Aeródromo
22/10/2023;13:10:00;ILHÉUS ;BA;Nordeste;COLISÃO NO SOLO;SBIL
18/10/2023;18:31:00;FLORIANÓPOLIS ;SC;Sul;COLISÃO COM AVE;SBFL
14/10/2023;16:35:00;CAMPINAS ;SP;Sudeste;COLISÃO COM AVE;SBKP
22/10/2023;17:55:00;GUARULHOS ;SP;Sudeste;COLISÃO COM AVE;SBGR
05/10/2023;11:30:00;RECIFE;PE;Nordeste;COLISÃO COM AVE;SBRF
24/10/2023;16:55:00;ALPESTRE ;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
21/10/2023;09:45:00;RECIFE ;PE;Nordeste;COLISÃO COM AVE;SBRF
27/09/2023;02:58:00;RECIFE ;PE;Nordeste;COLISÃO COM AVE;SBRF
18/11/2021;02:35;MARINGÁ;PR;Sul;EXCURSÃO DE PISTA;SBMG
13/01/2022;10:00;DIVINÓPOLIS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SNDV
13/01/2022;10:00;DIVINÓPOLIS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SNDV
02/05/2022;12:10;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCT
26/04/2022;13:30;GARUVA;SC;Sul;OPERAÇÃO A BAIXA ALTITUDE;Fora de Aeródromo
29/10/2022;17:45:00;LUCAS DO RIO VERDE;MT;Centro-Oeste;EXCURSÃO DE PISTA;Fora de Aeródromo
29/10/2022;17:45:00;LUCAS DO RIO VERDE;MT;Centro-Oeste;PERDA DE CONTROLE NO SOLO;Fora de Aeródromo
26/04/2022;13:30;GARUVA;SC;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
29/10/2022;17:45:00;LUCAS DO RIO VERDE;MT;Centro-Oeste;CORTANTE DE VENTO / TEMPESTADE;Fora de Aeródromo
22/01/2023;16:45:00;JUARA;MT;Centro-Oeste;INDETERMINADO;Fora de Aeródromo
29/06/2023;17:25:00;BELO HORIZONTE ;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBBH
11/07/2023;19:52:00;BIRIGUI ;SP;Sudeste;PERDA DE CONTROLE NO SOLO;SJWQ
05/04/2023;17:20:00;ITAITUBA ;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SNEJ
05/04/2023;17:20:00;ITAITUBA ;PA;Norte;PERDA DE CONTROLE NO SOLO;SNEJ
05/04/2023;17:20:00;ITAITUBA ;PA;Norte;EXCURSÃO DE PISTA;SNEJ
11/08/2023;18:47:00;APARECIDA DE GOIÂNIA ;null;null;PERDA DE CONTROLE NO SOLO;SBNV
11/06/2023;22:00:00;NAVEGANTES ;SC;Sul;COLISÃO COM AVE;SBNF
09/08/2023;18:25:00;RIO DE JANEIRO ;RJ;Sudeste;OUTROS;Fora de Aeródromo
05/09/2023;14:00:00;SELVÍRIA ;MS;Centro-Oeste;INDETERMINADO;Aeródromo não cadastrado
19/04/2023;13:25:00;CAMPO GRANDE ;MS;Centro-Oeste;COLISÃO COM AVE;SBCG
24/10/2023;00:37:00;SALVADOR ;BA;Nordeste;COLISÃO COM AVE;SBSV
18/10/2023;13:12:00;CAMPINAS ;SP;Sudeste;COLISÃO COM AVE;SBKP
29/12/2021;21:35;ARAÇATUBA ;SP;Sudeste;PERDA DE CONTROLE NO SOLO;SBAU
29/12/2021;21:35;ARAÇATUBA ;SP;Sudeste;EXCURSÃO DE PISTA;SBAU
26/04/2023;06:33:00;SÃO LUÍS;MA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBSL
13/05/2023;11:30:00;SÃO FÉLIX DO ARAGUAIA ;MT;Centro-Oeste;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
13/05/2023;11:30:00;SÃO FÉLIX DO ARAGUAIA ;MT;Centro-Oeste;OPERAÇÃO A BAIXA ALTITUDE;Fora de Aeródromo
11/05/2023;13:14:00;RIACHÃO ;MA;Nordeste;CONTATO ANORMAL COM A PISTA;SNRX
11/05/2023;13:14:00;RIACHÃO ;MA;Nordeste;PERDA DE CONTROLE NO SOLO;SNRX
23/05/2023;17:35:00;PIRACICABA ;SP;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;Fora de Aeródromo
23/05/2023;17:35:00;PIRACICABA ;SP;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;Fora de Aeródromo
23/05/2023;17:35:00;PIRACICABA ;SP;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;Fora de Aeródromo
14/07/2023;19:49:00;CANTÁ ;RR;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SWPD
23/05/2023;17:35:00;PIRACICABA ;SP;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;Fora de Aeródromo
20/07/2023;00:00:00;RIO DE JANEIRO ;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
25/07/2023;10:25:00; CATANDUVA ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
17/07/2023;09:14:00;RECIFE ;PE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBRF
14/07/2023;20:40:00;VITÓRIA ;ES;Sudeste;COLISÃO COM AVE;SBVT
26/06/2023;12:00:00;APARECIDA DE GOIÂNIA ;GO;Centro-Oeste;COLISÃO COM AVE;SBGO
14/08/2023;06:50:00;GUARULHOS ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBGR
14/08/2023;06:50:00;GUARULHOS ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBGR
17/08/2023;14:40:00;CAMPINAS ;SP;Sudeste;CONTATO ANORMAL COM A PISTA;Fora de Aeródromo
08/08/2023;14:12:00;MANAUS ;DF;Centro-Oeste;AERÓDROMO;SBEG
02/02/2022;13:15;null;null;null;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBBH
21/05/2022;10:56;CAMPOS DOS GOYTACAZES;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
03/06/2022;20:33;CUIABÁ;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBCY
28/08/2022;12:30:00;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCT
01/09/2022;18:00:00;ELDORADO DO SUL;RS;Sul;PERDA DE CONTROLE EM VOO;SSMK
25/09/2022;18:00:00;ORLÂNDIA;SP;Sudeste;OUTROS;SDOR
25/09/2022;18:00:00;ORLÂNDIA;SP;Sudeste;OUTROS;SDOR
07/11/2022;18:30:00;CAMPINAS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBKP
13/11/2022;21:10:00;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBGR
16/07/2022;18:25:00;CAMPOS DOS GOYTACAZES;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
18/12/2022;20:10:00; SÃO FÉLIX DO ARAGUAIA;MT;Centro-Oeste;EXCURSÃO DE PISTA;SWFX
18/12/2022;20:10:00; SÃO FÉLIX DO ARAGUAIA;MT;Centro-Oeste;PERDA DE CONTROLE NO SOLO;SWFX
08/01/2023;15:43:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBBH
17/01/2023;19:20:00;IBIÁ ;MG;Sudeste;EXCURSÃO DE PISTA;Aeródromo não cadastrado
21/09/2023;19:05:00;BRAGANÇA PAULISTA;SP;Sudeste;PERDA DE CONTROLE NO SOLO;SDVH
28/12/2022;14:18:00;JOINVILLE ;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;Fora de Aeródromo
21/09/2023;19:05:00;BRAGANÇA PAULISTA;SP;Sudeste;PERDA DE CONTROLE NO SOLO;SDVH
13/09/2023;17:38:00;BRASÍLIA;DF;Centro-Oeste;COLISÃO COM AVE;SBBR
18/02/2022;14:30;DRACENA;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SDDR
28/07/2023;23:40:00;TERESINA ;PI;Nordeste;COLISÃO COM AVE;SBTE
27/09/2023;01:54:00;MARINGÁ;PR;Sul;COLISÃO COM AVE;SBMG
28/09/2023;02:18:00;SÃO JOSÉ DOS PINHAIS;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCT
28/04/2023;21:30:00;SALVADOR;BA;Nordeste;COLISÃO COM AVE;SBSV
29/09/2023;12:02:00;CAMPINAS;SP;Sudeste;COLISÃO COM AVE;SBKP
19/10/2023;19/10/2023;GUARULHOS ;SP;Sudeste;COLISÃO COM AVE;SBGR
12/08/2023;20:30:00;NOVA MARINGÁ ;MT;Centro-Oeste;OPERAÇÃO A BAIXA ALTITUDE;SSCW
17/08/2023;15:12:00;CURITIBA ;PR;Sul;EXCURSÃO DE PISTA;SBBI
25/07/2023;13:08:00;MONTES CLAROS ;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBMK
26/08/2023;22:30:00;ALTAMIRA ;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBHT
26/08/2023;22:30:00;ALTAMIRA ;PA;Norte;OUTROS;SBHT
19/08/2023;17:15:00;CABO FRIO ;RJ;Sudeste;OUTROS;Aeródromo não cadastrado
05/09/2023;14:00:00;LAJEADO ;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;Fora de Aeródromo
28/08/2022;20:00:00;PARÁ DE MINAS ;MG;Sudeste;PERDA DE CONTROLE NO SOLO;SNPA
28/08/2022;20:00:00;PARÁ DE MINAS ;MG;Sudeste;EXCURSÃO DE PISTA;SNPA
03/08/2023;17:25:00;MARINGÁ;PR;Sul;COLISÃO COM AVE;SBMG
19/09/2023;16:18:00;BOA VISTA ;RR;Norte;EXCURSÃO DE PISTA;SBBV
19/09/2023;16:18:00;BOA VISTA ;RR;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBBV
01/08/2023;07:18:00;SANTARÉM;PA;Norte;COLISÃO COM AVE;SBSN
16/04/2023;14:40:00;RECIFE;PE;Nordeste;COLISÃO COM AVE;SBRF
05/08/2023;18:40:00;GUARULHOS;SP;Sudeste;COLISÃO COM AVE;SBGR
28/04/2023;20:39:00;APARECIDA DE GOIÂNIA;GO;Centro-Oeste;COLISÃO COM AVE;SBGO
01/05/2023;15:10:00;SALVADOR;BA;Nordeste;COLISÃO COM AVE;SBSV
21/08/2023;13:08:00;MONTEVIDEO;Exterior;null;COLISÃO COM AVE;SUMU
08/08/2023;14:02:00;BELÉM;PA;Norte;COLISÃO COM AVE;SBBE
30/12/2021;13:15;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBSP
30/12/2021;13:15;SÃO PAULO;SP;Sudeste;EXCURSÃO DE PISTA;SBSP
04/01/2022;14:18;NAVEGANTES;SC;Sul;COMBUSTÍVEL;SBNF
08/11/2022;18:35:00;RECIFE;PE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBRF
14/01/2021;22:40;UBERLÂNDIA;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBUL
12/01/2022;13:03;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBMT
29/01/2023;16:55:00;MANAUS;AM;Norte;OUTROS;SBEG
29/04/2023;20:40:00;BONFINÓPOLIS DE MINAS;MG;Sudeste;OPERAÇÃO A BAIXA ALTITUDE;Aeródromo não cadastrado
30/04/2023;21:00:00;VILHENA ;RO;Norte;EXCURSÃO DE PISTA;Aeródromo não cadastrado
30/04/2023;21:00:00;VILHENA ;RO;Norte;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;Aeródromo não cadastrado
29/04/2023;13:30:00;SANTO ANTÔNIO DO LESTE;MT;Centro-Oeste;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
01/05/2023;16:48:00;PARAGOMINAS ;PA;Norte;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
18/07/2023;14:48:00;PIRACICABA ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SDPW
24/07/2023;19:04:00;CUIABÁ ;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCY
16/08/2023;15:07:00;FORTALEZA;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBFZ
07/08/2023;14:54:00;SALVADOR ;DF;Centro-Oeste;COLISÃO COM AVE;SBSV
19/11/2021;19:15:00;CAROEBE;RR;Norte;EXCURSÃO DE PISTA;SJLI
13/11/2021;15:00;ATIBAIA;SP;Sudeste;EXCURSÃO DE PISTA;SDTB
13/11/2021;15:00;ATIBAIA;SP;Sudeste;COLISÃO NO SOLO;SDTB
24/07/2022;15:25;REDENÇÃO;PA;Norte;OUTROS;SNDC
15/08/2022;09:25;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBGO
09/09/2022;15:40:00;SANTA HELENA DE GOIÁS;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
09/09/2022;14:00:00;BENEVIDES;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SNYP
27/02/2023;09:17:00;CONFINS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCF
11/01/2023;18:50:00;VÁRZEA GRANDE;MT;Centro-Oeste;COLISÃO NO SOLO;SBCY
11/01/2023;18:50:00;VÁRZEA GRANDE;MT;Centro-Oeste;COLISÃO NO SOLO;SBCY
12/04/2023;12:45:00;PRIMAVERA DO LESTE;MT;Centro-Oeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;SWPY
12/04/2023;12:45:00;PRIMAVERA DO LESTE;MT;Centro-Oeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;SWPY
10/04/2023;18:50:00;SÃO JOSÉ;SC;Sul;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;Aeródromo não cadastrado
10/04/2023;18:50:00;SÃO JOSÉ;SC;Sul;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;Aeródromo não cadastrado
01/09/2023;16:40:00;JOINVILLE ;SC;Sul;COLISÃO COM AVE;SBJV
08/08/2023;18:50:00;BELÉM;PA;Norte;COLISÃO COM AVE;SBBE
10/04/2023;18:50:00;SÃO JOSÉ;SC;Sul;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;Aeródromo não cadastrado
06/09/2023;00:43:00;BRASÍLIA;DF;Centro-Oeste;COLISÃO COM FAUNA;SBBR
07/09/2023;15:50:00;SÃO PAULO;SP;Sudeste;COLISÃO COM AVE;SBSP
25/08/2023;10:25:00;BRASÍLIA;DF;Centro-Oeste;COLISÃO COM AVE;SBBR
23/08/2023;21:50:00;SÃO JOSÉ DO RIO PRETO;SP;Sudeste;COLISÃO COM AVE;SBSR
30/08/2023;18:50:00;BELÉM;PA;Norte;COLISÃO COM AVE;SBBE
10/10/2023;16:18:00;FORTALEZA ;CE;Nordeste;COLISÃO COM AVE;SBFZ
13/10/2023;10:04:00;PALMAS ;TO;Norte;COLISÃO COM AVE;SBPJ
11/09/2023;15:25:00;RIO DE JANEIRO;RJ;Sudeste;COLISÃO COM AVE;SBRJ
09/10/2023;13:20:00;SANTARÉM ;PA;Norte;COLISÃO COM AVE;SBSN
10/09/2023;06:10:00;MACAPÁ ;AP;Norte;COLISÃO COM AVE;SBMQ
09/09/2023;21:02:00;RIO DE JANEIRO;RJ;Sudeste;COLISÃO COM AVE;SBRJ
20/09/2023;05:47:00;SINOP ;MT;Centro-Oeste;COLISÃO COM AVE;SBSI
27/08/2023;13:00:00;UBERLÂNDIA ;MG;Sudeste;COLISÃO COM AVE;SBUL
16/09/2023;19:15:00;CONFINS ;MG;Sudeste;COLISÃO COM AVE;SBCF
19/09/2023;02:49:00;CAMPINAS ;SP;Sudeste;COLISÃO COM AVE;SBKP
11/10/2023;20:56:00;FORTALEZA ;CE;Nordeste;COLISÃO COM AVE;SBFZ
07/10/2023;04:00:00;FLORIANÓPOLIS ;SC;Sul;COLISÃO COM AVE;SBFL
24/10/2023;09:40:00;PONTA PORÃ;MS;Centro-Oeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;Fora de Aeródromo
19/02/2022;16:45;PRESIDENTE FIGUEIREDO;AM;Norte;OUTROS;Fora de Aeródromo
04/07/2022;21:34;ILHÉUS;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBIL
08/09/2023;19:20:00;CAMPINAS;SP;Sudeste;COLISÃO COM FAUNA;SBKP
21/09/2023;18:47:00;CAMPINAS ;SP;Sudeste;COLISÃO COM AVE;SBKP
26/08/2022;19:30:00;BARRA VELHA;SC;Sul;OPERAÇÕES NO SOLO;Fora de Aeródromo
31/08/2023;00:23:00;RIO DE JANEIRO;RJ;Sudeste;COLISÃO COM AVE;SBGL
11/09/2023;14:11:00;GUARULHOS;SP;Sudeste;COLISÃO COM AVE;SBGR
06/10/2023;15:32:00;FLORIANÓPOLIS ;SC;Sul;COLISÃO COM AVE;SBFL
08/10/2023;03:42:00;RIO BRANCO;AC;Norte;COLISÃO COM AVE;SBRB
04/10/2023;16:17:00;GUARULHOS ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBGR
11/10/2023;13:14:00;SÃO JOSÉ DOS PINHAIS ;PR;Sul;COLISÃO COM AVE;SBCT
13/10/2023;22:34:00;RIBEIRÃO PRETO;SP;Sudeste;COLISÃO COM AVE;SBRP
30/10/2023;13:01:00;RIO DE JANEIRO;RJ;Sudeste;COM CARGAS EXTERNAS;Fora de Aeródromo
19/04/2022;11:50;LONDRINA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBLO
25/11/2022;19:30:00;CABO FRIO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCB
19/04/2022;11:50;LONDRINA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBLO
24/01/2023;20:05:00;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBGO
23/04/2023;21:26:00;RIBEIRÃO PRETO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBRP
27/10/2023;14:20:00;PORTO ALEGRE ;RS;Sul;COLISÃO COM AVE;SBPA
17/02/2022;14:00;PORTO BELO;SC;Sul;CONTATO ANORMAL COM A PISTA;SDEN
16/04/2023;00:26:00;CONFINS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCF
25/03/2018;14:25:00;Buenos Aires. Argentina;Exterior;null;CONTATO ANORMAL COM A PISTA;Aeródromo não cadastrado
06/06/2018;16:50:00; Cidade do México. México;Exterior;null;FOGO/FUMAÇA;Aeródromo não cadastrado
15/04/2023;09:41:00;VÁRZEA GRANDE;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBCY
06/08/2023;14:26:00;BAYEUX ;PB;Nordeste;COLISÃO COM AVE;SBJP
28/10/2023;11:30:00;IGARASSU ;PE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SIFC
15/08/2022;18:30;RIO DE JANEIRO;RJ;Sudeste;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
19/10/2022;09:25:00;IPUÃ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;APUA
30/10/2022;17:08:00;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBNV
16/05/2023;16:17:00;SANTO ANTÔNIO DO LEVERGER ;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SWLV
30/05/2021;17:38;PIRAQUARA;PR;Sul;PERDA DE CONTROLE EM VOO;SISY
16/03/2021;19:40;BELO HORIZONTE;MG;Sudeste;CORTANTE DE VENTO / TEMPESTADE;SBCF
19/05/2021;15:29;SÃO GONÇALO DO AMARANTE;RN;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBSG
13/05/2021;20:25;RIBEIRÃO PRETO;SP;Sudeste;COMBUSTÍVEL;SDUL
13/05/2021;20:25;RIBEIRÃO PRETO;SP;Sudeste;COMBUSTÍVEL;SDUL
25/04/2021;20:18;SÃO PAULO;SP;Sudeste;OUTROS;SBMT
13/05/2021;15:10;GUARULHOS;SP;Sudeste;FOGO/FUMAÇA;SBGR
11/07/2021;16:35;RIO DE JANEIRO;RJ;Sudeste;OUTROS;SBRJ
02/09/2021;20:05;CUIABÁ;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCY
14/12/2021;21:35;CARACOL;MS;Centro-Oeste;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
25/08/2021;20:55;RIBEIRÃO PRETO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBRP
02/09/2021;12:25;MANAUS;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBEG
14/12/2021;21:35;CARACOL;MS;Centro-Oeste;OPERAÇÃO A BAIXA ALTITUDE;Fora de Aeródromo
15/01/2022;10:20;BANNACH;PA;Norte;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;Fora de Aeródromo
05/12/2021;12:00:00;CURITIBA;PR;Sul;OUTROS;SBBI
31/03/2021;08:00;CAMPINAS;SP;Sudeste;COLISÃO COM AVE;SBKP
11/05/2021;07:49;guarulhos;SP;Sudeste;EXCURSÃO DE PISTA;SBGR
06/05/2021;20:35:00;ITAITUBA;PA;Norte;OPERAÇÃO A BAIXA ALTITUDE;Fora de Aeródromo
09/05/2021;20:00:00;TOMBOS;MG;Sudeste;PERDA DE CONTROLE NO SOLO;Fora de Aeródromo
08/05/2021;19:00;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
03/01/2022;16:23;CRUZEIRO DO SUL ;AC;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCZ
30/06/2022;00:37;MANAUS;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBEG
13/02/2023;20:40:00;PELOTAS ;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;APUA
29/08/2023;15:13:00;GUARULHOS ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBGR
20/09/2023;10:44:00;BRASÍLIA;DF;Centro-Oeste;COLISÃO COM AVE;SBBR
20/09/2023;10:50:00;BRASÍLIA ;DF;Centro-Oeste;COLISÃO COM AVE;SBBR
19/10/2023;02:59:00;CAMPOS DOS GOYTACAZES ;RJ;Sudeste;OPERAÇÕES NO SOLO;Fora de Aeródromo
19/01/2022;16:05;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBBI
25/06/2021;21:30;PARINTINS;AM;Norte;EXCURSÃO DE PISTA;SWPI
25/06/2021;21:30;PARINTINS;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SWPI
07/05/2022;17:20;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
05/05/2022;03:30;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBBH
07/05/2022;11:22;CONFINS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCF
11/05/2022;21:05;MACEIÓ;AL;Nordeste;COLISÃO COM AVE;SBMO
07/06/2022;19:05;RONDONÓPOLIS;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBRD
01/07/2022;21:10;CANDEIAS DO JAMARI;RR;Norte;COMBUSTÍVEL;Fora de Aeródromo
01/07/2022;21:10;CANDEIAS DO JAMARI;RR;Norte;COMBUSTÍVEL;Fora de Aeródromo
01/07/2022;21:10;CANDEIAS DO JAMARI;RR;Norte;COMBUSTÍVEL;Fora de Aeródromo
05/07/2022;21:22;IPIXUNA;AM;Norte;COLISÃO COM FAUNA;Fora de Aeródromo
05/07/2022;21:22;IPIXUNA;AM;Norte;PERDA DE CONTROLE NO SOLO;Fora de Aeródromo
05/07/2022;21:22;IPIXUNA;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;Fora de Aeródromo
05/07/2022;21:22;IPIXUNA;AM;Norte;EXCURSÃO DE PISTA;Fora de Aeródromo
